0,map,1.69,1.41,0.0,0.0,0.0,0.0,1.0
1,map,5.77,4.07,0.0,0.0,0.0,0.69,0.72
2,map,8.25,11.48,0.0,0.0,0.0,-0.65,0.76
3,map,9.19,11.27,0.0,0.0,0.0,-0.4,0.92
4,map,10.5,7.76,0.0,0.0,0.0,-0.85,0.53
5,map,9.19,1.95,0.0,0.0,0.0,0.56,0.83
6,map,19.24,1.84,0.0,0.0,0.0,0.98,0.2
7,map,19.02,6.42,0.0,0.0,0.0,0.97,0.25
8,map,19.0,8.89,0.0,0.0,0.0,1.0,-0.01
9,map,19.21,11.61,0.0,0.0,0.0,0.8,0.6
10,map,18.71,18.57,0.0,0.0,0.0,0.95,-0.3
11,map,11.79,19.19,0.0,0.0,0.0,-0.74,0.67
12,map,8.57,13.65,0.0,0.0,0.0,1.0,-0.03
13,map,4.79,15.37,0.0,0.0,0.0,0.77,0.63
14,map,8.07,17.15,0.0,0.0,0.0,1.0,0.08
15,map,8.5,19.04,0.0,0.0,0.0,0.96,-0.27
16,map,1.21,18.31,0.0,0.0,0.0,-0.53,0.85
17,map,1.38,11.5,0.0,0.0,0.0,0.36,0.93
18,map,14.7,13.67,0.0,0.0,0.0,0.92,-0.4
19,map,2.98,5.38,0.0,0.0,0.0,0.0,1.0
20,map,2.38,15.22,0.0,0.0,0.0,0.87,-0.49
21,map,2.16,2.13,0.0,0.0,0.0,0.98,0.22
22,map,10.7,4.02,0.0,0.0,0.0,-0.68,0.73
23,map,17.73,11.99,0.0,0.0,0.0,0.0,1.0
24,map,7.66,18.45,0.0,0.0,0.0,-0.17,0.99
25,map,2.9,4.91,0.0,0.0,0.0,0.99,0.15
